,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,0.010975242,0.012975335,0.002
2020-06-18,0.012906671,0.016814947,0.0018800000000000002
2020-06-19,0.01780951,0.024126291,0.00235
2020-06-22,0.028731465,0.037041306,0.0018800000000000002
2020-06-23,0.020353436,0.030057788,0.0014099999999999998
2020-06-24,0.008209109,0.020057201,0.002193333333333333
2020-06-29,-0.021868229,-0.008455873,0.0018800000000000002
2020-06-30,-0.04411763,-0.028990984,0.0020366666666666667
2020-07-01,-0.070311785,-0.053013563,0.0026633333333333335
2020-07-02,-0.0905596,-0.07156104,0.002193333333333333
2020-07-03,-0.0745492,-0.05347061,0.0018800000000000002
2020-07-06,-0.046346843,-0.022549868,0.002193333333333333
2020-07-07,-0.040080547,-0.013983369,0.002193333333333333
2020-07-08,0.0020313263,0.0309726,0.0017233333333333332
2020-07-09,0.0042077303,0.03628075,0.0029766666666666665
2020-07-10,0.0167979,0.052357674,0.0029766666666666665
2020-07-13,0.029368877,0.06833589,0.0028199999999999996
2020-07-14,0.027558923,0.06829846,0.0017233333333333332
2020-07-15,0.030181646,0.07336831,0.002193333333333333
2020-07-16,0.035968304,0.08208811,0.0025066666666666666
2020-07-17,0.036262155,0.08392072,0.0014099999999999998
2020-07-20,0.04901743,0.09964001,0.002193333333333333
2020-07-21,0.042412758,0.09547305,0.0025066666666666666
2020-07-22,0.03589046,0.0915364,0.0026633333333333335
2020-07-23,0.04538393,0.104105115,0.00235
2020-07-24,0.05433607,0.11598182,0.002193333333333333
2020-07-27,0.036150813,0.098131895,0.0012533333333333333
2020-07-28,0.022267103,0.08513808,0.0015666666666666667
2020-07-29,0.016735554,0.08062637,0.0012533333333333333
2020-07-30,0.0062178373,0.07080209,0.0012533333333333333
2020-07-31,0.009420872,0.076056,0.0017233333333333332
2020-08-03,0.004011631,0.07231271,0.0018800000000000002
2020-08-04,-0.010413349,0.05976236,0.0026633333333333335
2020-08-05,-0.0063691735,0.066417694,0.002193333333333333
2020-08-06,-0.024780154,0.0486629,0.0018800000000000002
2020-08-07,-0.02628249,0.0493474,0.002193333333333333
2020-08-10,-0.041764855,0.034306526,0.0015666666666666667
2020-08-11,-0.047741115,0.02963829,0.0017233333333333332
2020-08-12,-0.04547447,0.033702135,0.0015666666666666667
2020-08-13,-0.07074171,0.007958531,0.0015666666666666667
2020-08-14,-0.048286736,0.034052253,0.0017233333333333332
2020-08-17,-0.02881205,0.057155848,0.0018800000000000002
2020-08-18,-0.012729347,0.07714641,0.00235
2020-08-19,0.01676011,0.112357974,0.0028199999999999996
2020-08-20,0.04974556,0.15071034,0.0020366666666666667
2020-08-21,0.063637376,0.16774106,0.0015666666666666667
2020-08-24,0.06845534,0.17486,0.0015666666666666667
2020-08-25,0.07123685,0.17994332,0.0017233333333333332
2020-08-26,0.08141029,0.19355237,0.0020366666666666667
2020-08-27,0.09361434,0.20907891,0.0017233333333333332
2020-08-28,0.09906304,0.217376,0.0018800000000000002
2020-08-31,0.096791625,0.21753013,0.002193333333333333
2020-09-01,0.09449637,0.21746194,0.0020366666666666667
2020-09-02,0.06670809,0.18884063,0.0018800000000000002
2020-09-03,0.04351449,0.16559899,0.002193333333333333
2020-09-04,0.0412699,0.16491783,0.0015666666666666667
2020-09-07,0.06517792,0.19421983,0.002193333333333333
2020-09-08,0.0884763,0.2222116,0.0015666666666666667
2020-09-09,0.09434378,0.23052311,0.0014099999999999998
2020-09-10,0.07770014,0.21373606,0.0015666666666666667
2020-09-11,0.0666213,0.20449138,0.0026633333333333335
2020-09-14,0.06262684,0.20243359,0.0020366666666666667
2020-09-15,0.05416429,0.19606018,0.0026633333333333335
2020-09-16,0.058625698,0.20337081,0.0018800000000000002
2020-09-17,0.06968558,0.21895921,0.0025066666666666666
2020-09-18,0.094421744,0.25020278,0.0025066666666666666
2020-09-21,0.10919404,0.2696241,0.0020366666666666667
2020-09-22,0.1036948,0.26511955,0.0014099999999999998
