,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,0.0036660433,0.0061659813,0.0025
2020-06-18,0.012118578,0.016316533,0.0016666666666666666
2020-06-19,0.004462719,0.011508465,0.002833333333333333
2020-06-22,0.0022306442,0.01263237,0.003333333333333333
2020-06-23,0.0044436455,0.01824379,0.003333333333333333
2020-06-24,-0.00295794,0.013795257,0.003
2020-06-29,-0.03343177,-0.01381129,0.003333333333333333
2020-06-30,-0.044660926,-0.02148801,0.0038333333333333336
2020-07-01,-0.033548236,-0.0060285926,0.004166666666666667
2020-07-02,-0.047361195,-0.015927672,0.004333333333333334
2020-07-03,-0.018074095,0.018262148,0.004
2020-07-06,-0.0064051747,0.0334177,0.003
2020-07-07,-0.027607918,0.014637709,0.0031666666666666666
2020-07-08,-0.048519313,-0.0036309361,0.0034999999999999996
2020-07-09,-0.06138724,-0.014116883,0.003
2020-07-10,-0.07864535,-0.027971983,0.004333333333333334
2020-07-13,-0.088101685,-0.03470832,0.003333333333333333
2020-07-14,-0.094878554,-0.038986087,0.003
2020-07-15,-0.102935374,-0.044497192,0.0031666666666666666
2020-07-16,-0.10193646,-0.04008895,0.0034999999999999996
2020-07-17,-0.10221976,-0.037831903,0.0026666666666666666
2020-07-20,-0.09624666,-0.028383553,0.0031666666666666666
2020-07-21,-0.09350681,-0.022199273,0.003333333333333333
2020-07-22,-0.08928782,-0.015366912,0.0023333333333333335
2020-07-23,-0.091098964,-0.014371216,0.003
2020-07-24,-0.08846891,-0.008069456,0.0034999999999999996
2020-07-27,-0.08780843,-0.0043749213,0.003
2020-07-28,-0.09880102,-0.013883889,0.0025
2020-07-29,-0.11132157,-0.024954557,0.0026666666666666666
2020-07-30,-0.12405771,-0.03665334,0.0023333333333333335
2020-07-31,-0.13491613,-0.04602635,0.0026666666666666666
2020-08-03,-0.15230834,-0.06250268,0.002833333333333333
2020-08-04,-0.17125958,-0.08080542,0.002833333333333333
2020-08-05,-0.17540711,-0.08264804,0.003
2020-08-06,-0.18250656,-0.08840561,0.0023333333333333335
2020-08-07,-0.18983668,-0.094148576,0.0026666666666666666
2020-08-10,-0.19752097,-0.100928724,0.002
2020-08-11,-0.19364709,-0.09464049,0.002166666666666667
2020-08-12,-0.19527876,-0.094058216,0.0026666666666666666
2020-08-13,-0.2005738,-0.098207474,0.002
2020-08-14,-0.19093555,-0.08538121,0.002166666666666667
2020-08-17,-0.18173975,-0.071936905,0.003333333333333333
2020-08-18,-0.17507696,-0.061905205,0.0026666666666666666
2020-08-19,-0.15989894,-0.041048884,0.0038333333333333336
2020-08-20,-0.13549781,-0.010638595,0.0026666666666666666
2020-08-21,-0.11872101,0.010375142,0.0018333333333333333
2020-08-24,-0.103334546,0.03054142,0.0025
2020-08-25,-0.100467205,0.036241412,0.0023333333333333335
2020-08-26,-0.10252398,0.0371536,0.0031666666666666666
2020-08-27,-0.09282309,0.050611377,0.002166666666666667
2020-08-28,-0.096619785,0.049716353,0.003333333333333333
2020-08-31,-0.09801531,0.05141878,0.0031666666666666666
2020-09-01,-0.095466316,0.057368994,0.002833333333333333
2020-09-02,-0.11360425,0.038809776,0.0025
2020-09-03,-0.14243168,0.0074493885,0.0023333333333333335
2020-09-04,-0.13743138,0.0158422,0.0025
2020-09-07,-0.12994802,0.027364254,0.0026666666666666666
2020-09-08,-0.112580895,0.050097346,0.002166666666666667
2020-09-09,-0.11189431,0.053009987,0.002
2020-09-10,-0.10865098,0.059663534,0.0026666666666666666
2020-09-11,-0.10064483,0.07130098,0.002
2020-09-14,-0.11062229,0.06209421,0.0025
2020-09-15,-0.11509991,0.05887127,0.002
2020-09-16,-0.10772246,0.06981695,0.002
2020-09-17,-0.08709085,0.09740651,0.0026666666666666666
2020-09-18,-0.07880092,0.11066401,0.003
2020-09-21,-0.072906554,0.12091756,0.002833333333333333
2020-09-22,-0.07668984,0.11951935,0.002833333333333333
2020-09-23,-0.07649326,0.12292969,0.002833333333333333
2020-09-24,-0.06878936,0.1356659,0.003
2020-09-25,-0.054364502,0.15628624,0.0026666666666666666
2020-09-28,-0.033141017,0.18532085,0.0026666666666666666
2020-09-29,-0.022620797,0.20039117,0.0018333333333333333
2020-09-30,0.0011301041,0.23176205,0.0018333333333333333
2020-10-09,0.0074312687,0.24341536,0.0031666666666666666
2020-10-12,0.021916866,0.26502442,0.003
2020-10-13,0.019433856,0.26595664,0.0031666666666666666
2020-10-14,0.015041828,0.26408935,0.002833333333333333
2020-10-15,0.022879362,0.27722073,0.0026666666666666666
2020-10-16,0.012902379,0.26816893,0.0026666666666666666
2020-10-19,0.005389929,0.26256776,0.003
2020-10-20,0.0016309023,0.25953066,0.0013333333333333333
2020-10-21,0.0070130825,0.2692374,0.0023333333333333335
2020-10-22,0.048472166,0.3236078,0.0016666666666666666
2020-10-23,0.079829454,0.3658409,0.002
2020-10-26,0.10813475,0.40346432,0.0013333333333333333
2020-10-27,0.11063135,0.40896535,0.0016666666666666666
2020-10-28,0.11102414,0.41251636,0.002166666666666667
2020-10-29,0.1198746,0.42729974,0.0025
2020-10-30,0.10731411,0.4153353,0.002833333333333333
2020-11-02,0.091932535,0.3989774,0.0023333333333333335
2020-11-03,0.088508606,0.39948726,0.0034999999999999996
2020-11-04,0.0893234,0.40496635,0.0031666666666666666
2020-11-05,0.09328437,0.41428995,0.003
2020-11-06,0.09691918,0.42323482,0.003
2020-11-09,0.08574569,0.41300714,0.003
2020-11-10,0.06782508,0.393453,0.0026666666666666666
2020-11-11,0.033463597,0.35279346,0.003
2020-11-12,0.005513668,0.31891286,0.002
2020-11-13,-0.0024331212,0.3115667,0.0023333333333333335
2020-11-16,-0.0112351775,0.30414736,0.0031666666666666666
2020-11-17,-0.01470077,0.30370617,0.0031666666666666666
2020-11-18,-0.03072697,0.28554296,0.0023333333333333335
2020-11-19,-0.05083525,0.26208723,0.0025
2020-11-20,-0.0660665,0.24435866,0.002
2020-11-23,-0.07333714,0.23819709,0.002833333333333333
2020-11-24,-0.073388815,0.24081075,0.002166666666666667
2020-11-25,-0.06919849,0.25014436,0.003
2020-11-26,-0.05224365,0.27562475,0.002166666666666667
2020-11-27,-0.029089928,0.3099773,0.0025
2020-11-30,-0.023156583,0.32213104,0.0031666666666666666
2020-12-01,-0.006109655,0.34872925,0.0026666666666666666
2020-12-02,0.0144991875,0.38096678,0.0031666666666666666
2020-12-03,0.01736343,0.38900864,0.003
2020-12-04,0.012180328,0.38633072,0.0031666666666666666
2020-12-07,0.014212489,0.39281082,0.0026666666666666666
2020-12-08,0.028964877,0.4172486,0.003
2020-12-09,0.048586726,0.4480543,0.0026666666666666666
2020-12-10,0.052369,0.45593226,0.0018333333333333333
2020-12-11,0.06763017,0.480443,0.0023333333333333335
2020-12-14,0.0811578,0.5029024,0.0025
2020-12-15,0.08310115,0.5091107,0.0023333333333333335
2020-12-16,0.09242833,0.52487314,0.0018333333333333333
2020-12-17,0.104192615,0.5448525,0.0023333333333333335
2020-12-18,0.13149142,0.5876802,0.003
2020-12-21,0.14560628,0.6117197,0.0026666666666666666
2020-12-22,0.16635096,0.6443968,0.002166666666666667
2020-12-23,0.1842041,0.67450047,0.003
2020-12-24,0.19963467,0.7019013,0.003333333333333333
2020-12-25,0.20683694,0.716941,0.002833333333333333
2020-12-28,0.21679378,0.7368295,0.003333333333333333
2020-12-29,0.21931243,0.7465036,0.0034999999999999996
2020-12-30,0.22260332,0.75558376,0.0025
2020-12-31,0.22795057,0.76969945,0.0036666666666666666
2021-01-04,0.23175812,0.7807909,0.0031666666666666666
2021-01-05,0.23544466,0.79205656,0.003333333333333333
2021-01-06,0.2529781,0.8237616,0.0034999999999999996
2021-01-07,0.21543217,0.77549505,0.0034999999999999996
2021-01-08,0.2033292,0.76402926,0.0034999999999999996
2021-01-11,0.18191898,0.7396989,0.004
2021-01-12,0.18377316,0.7490969,0.0038333333333333336
2021-01-13,0.18075585,0.75076056,0.0034999999999999996
2021-01-14,0.20079577,0.78747773,0.004
2021-01-15,0.26314974,0.8853611,0.002833333333333333
2021-01-18,0.36777484,1.0462365,0.0025
2021-01-19,0.41432703,1.1213367,0.0026666666666666666
2021-01-20,0.44056582,1.1652882,0.002166666666666667
2021-01-21,0.46772408,1.2133269,0.003333333333333333
2021-01-22,0.4692055,1.2222009,0.003
2021-01-25,0.46414435,1.2197309,0.0023333333333333335
2021-01-26,0.4873098,1.26262,0.0034999999999999996
2021-01-27,0.50217974,1.2912748,0.0026666666666666666
2021-01-28,0.52932715,1.3391747,0.002833333333333333
2021-01-29,0.5469593,1.3723817,0.0026666666666666666
2021-02-01,0.5471642,1.3802085,0.0031666666666666666
2021-02-02,0.5461619,1.3862038,0.0031666666666666666
2021-02-03,0.52851343,1.366523,0.0031666666666666666
2021-02-04,0.5528573,1.4117074,0.0031666666666666666
2021-02-05,0.56225777,1.4335423,0.003
2021-02-08,0.58002806,1.4685237,0.003
2021-02-09,0.53405535,1.4024591,0.0023333333333333335
2021-02-10,0.5337783,1.4100335,0.003333333333333333
2021-02-18,0.44039297,1.2709284,0.0031666666666666666
2021-02-19,0.38996458,1.2005064,0.004
2021-02-22,0.34922957,1.1426189,0.003
2021-02-23,0.3523419,1.1525607,0.0023333333333333335
2021-02-24,0.3642974,1.1755371,0.0018333333333333333
2021-02-25,0.3492738,1.1573815,0.0026666666666666666
2021-02-26,0.31446803,1.1071234,0.0025
2021-03-01,0.28716004,1.0693183,0.002833333333333333
2021-03-02,0.2233758,0.9740174,0.0034999999999999996
2021-03-03,0.21096992,0.9609084,0.0034999999999999996
2021-03-04,0.21682537,0.97692645,0.003333333333333333
2021-03-05,0.23522687,1.0144007,0.0038333333333333336
2021-03-08,0.25774896,1.0568371,0.002833333333333333
2021-03-09,0.25463963,1.0572371,0.0026666666666666666
2021-03-10,0.24656212,1.0501642,0.003
2021-03-11,0.23188293,1.0314891,0.0026666666666666666
2021-03-12,0.23718536,1.0442965,0.002
2021-03-15,0.23424149,1.0442021,0.0023333333333333335
2021-03-16,0.21998954,1.0243452,0.0018333333333333333
2021-03-17,0.18031824,0.9629041,0.002166666666666667
2021-03-18,0.16354358,0.9405689,0.002833333333333333
2021-03-19,0.16167796,0.94360244,0.0031666666666666666
2021-03-22,0.1678698,0.95849717,0.0023333333333333335
2021-03-23,0.21884167,1.0488725,0.0025
2021-03-24,0.23675692,1.0830858,0.002
2021-03-25,0.25759995,1.1223583,0.002
2021-03-26,0.25619483,1.1270616,0.003333333333333333
2021-03-29,0.25300336,1.1280389,0.003
2021-03-30,0.23171294,1.0986192,0.0031666666666666666
2021-03-31,0.22968793,1.1018147,0.0031666666666666666
2021-04-01,0.2336489,1.1131389,0.002166666666666667
2021-04-02,0.22144139,1.0978634,0.0026666666666666666
2021-04-06,0.22469187,1.1090407,0.0026666666666666666
2021-04-07,0.23083699,1.1259503,0.003
2021-04-08,0.22306919,1.1196198,0.003333333333333333
2021-04-09,0.23272431,1.1434178,0.003333333333333333
2021-04-12,0.2584722,1.1942606,0.002833333333333333
2021-04-13,0.26553583,1.2131596,0.003
2021-04-14,0.27675867,1.2394257,0.003
2021-04-15,0.29385364,1.2753818,0.0026666666666666666
2021-04-16,0.31242776,1.3141139,0.0026666666666666666
2021-04-19,0.31603634,1.3278048,0.0031666666666666666
2021-04-20,0.31453037,1.3332884,0.0034999999999999996
2021-04-21,0.32226074,1.353621,0.002833333333333333
2021-04-22,0.34329116,1.3981161,0.003
2021-04-23,0.37519717,1.4610717,0.0025
2021-04-26,0.3674878,1.4534276,0.0025
2021-04-27,0.34333503,1.4178638,0.0031666666666666666
2021-04-28,0.3373381,1.4135177,0.0026666666666666666
2021-04-29,0.302688,1.3594313,0.0034999999999999996
2021-04-30,0.3054422,1.371105,0.002833333333333333
2021-05-06,0.30326557,1.37466,0.0031666666666666666
2021-05-07,0.3039055,1.3817625,0.0025
2021-05-10,0.30483055,1.3905976,0.003
2021-05-11,0.29336727,1.376369,0.002833333333333333
2021-05-12,0.26614225,1.331892,0.0023333333333333335
2021-05-13,0.26291764,1.3302281,0.0018333333333333333
2021-05-14,0.2538756,1.31937,0.0025
2021-05-17,0.24109077,1.3022926,0.002833333333333333
2021-05-18,0.22456956,1.2793193,0.003333333333333333
2021-05-19,0.23536158,1.3062446,0.003
2021-05-20,0.24731565,1.33548,0.003
2021-05-21,0.2424835,1.3334386,0.003
2021-05-24,0.23194993,1.317934,0.0018333333333333333
2021-05-25,0.22174525,1.3064604,0.003333333333333333
2021-05-26,0.22593749,1.3236003,0.004
2021-05-27,0.20589912,1.2945273,0.0038333333333333336
2021-05-28,0.20185685,1.2956316,0.0038333333333333336
2021-05-31,0.19784212,1.2937024,0.0025
2021-06-01,0.19763625,1.3005714,0.0031666666666666666
2021-06-02,0.18628657,1.287205,0.0036666666666666666
2021-06-03,0.19024515,1.3016989,0.003
2021-06-04,0.17671728,1.283211,0.003333333333333333
2021-06-07,0.18224287,1.3015432,0.003333333333333333
2021-06-08,0.18483675,1.3142648,0.003333333333333333
2021-06-09,0.18548954,1.3220968,0.002833333333333333
2021-06-10,0.18613398,1.3299382,0.002833333333333333
2021-06-11,0.18119109,1.3264418,0.0026666666666666666
2021-06-15,0.17506278,1.3205752,0.0026666666666666666
2021-06-16,0.176162,1.3285472,0.0025
2021-06-17,0.18026745,1.344049,0.0031666666666666666
2021-06-18,0.18251216,1.3535857,0.002166666666666667
2021-06-21,0.20097864,1.3970087,0.002833333333333333
2021-06-22,0.19957578,1.4017992,0.0031666666666666666
2021-06-23,0.22032988,1.4501584,0.002833333333333333
2021-06-24,0.21977305,1.455574,0.0026666666666666666
2021-06-25,0.21025407,1.4441872,0.0031666666666666666
2021-06-28,0.2108289,1.4522734,0.002833333333333333
2021-06-29,0.20124185,1.4389875,0.0025
2021-06-30,0.20687461,1.4573348,0.002833333333333333
2021-07-01,0.19716859,1.4445348,0.002833333333333333
2021-07-02,0.16570878,1.385185,0.002
2021-07-05,0.16268611,1.3837705,0.002
2021-07-06,0.15562105,1.3772314,0.003333333333333333
2021-07-07,0.15742397,1.3852983,0.0018333333333333333
2021-07-08,0.19186354,1.4626343,0.0026666666666666666
2021-07-09,0.17738235,1.440922,0.003333333333333333
2021-07-12,0.1694411,1.431781,0.003
