,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,-0.0010885,0.0014115572,0.0025
2020-06-18,0.009145498,0.013674021,0.002
2020-06-19,0.01537323,0.02212596,0.002166666666666667
2020-06-22,0.017665625,0.027329564,0.002833333333333333
2020-06-23,0.031177163,0.044222593,0.0031666666666666666
2020-06-24,0.017665267,0.03419447,0.0034999999999999996
2020-06-29,0.03856504,0.058191657,0.0026666666666666666
2020-06-30,0.02063036,0.04362166,0.0034999999999999996
2020-07-01,0.0075469017,0.033896208,0.0034999999999999996
2020-07-02,0.021181226,0.052022576,0.004
2020-07-03,0.01511097,0.05015242,0.004166666666666667
2020-07-06,0.043435693,0.08313048,0.0034999999999999996
2020-07-07,0.018857121,0.06194949,0.004
2020-07-08,-0.0021819472,0.043206334,0.003
2020-07-09,-0.017781258,0.031070352,0.004
2020-07-10,-0.039037585,0.01288116,0.004
2020-07-13,-0.07116473,-0.017943084,0.003
2020-07-14,-0.0856505,-0.03080374,0.0025
2020-07-15,-0.095528364,-0.038366497,0.003
2020-07-16,-0.08247304,-0.021761417,0.002833333333333333
2020-07-17,-0.09269863,-0.031033278,0.0016666666666666666
2020-07-20,-0.09088123,-0.02537793,0.0038333333333333336
2020-07-21,-0.09937745,-0.03107512,0.0034999999999999996
2020-07-22,-0.09975994,-0.028418303,0.0031666666666666666
2020-07-23,-0.08780652,-0.012602866,0.003
2020-07-24,-0.07790059,0.00058829784,0.0025
2020-07-27,-0.07605904,0.0047545433,0.002166666666666667
2020-07-28,-0.0826444,0.00027251244,0.0026666666666666666
2020-07-29,-0.09413302,-0.0090869665,0.0031666666666666666
2020-07-30,-0.10998005,-0.024274826,0.002166666666666667
2020-07-31,-0.12189305,-0.03522092,0.002166666666666667
2020-08-03,-0.13302916,-0.045044243,0.0025
2020-08-04,-0.138125,-0.04795152,0.002833333333333333
2020-08-05,-0.13820279,-0.045339942,0.002833333333333333
2020-08-06,-0.13349313,-0.037736118,0.0025
2020-08-07,-0.13912964,-0.04094839,0.0031666666666666666
2020-08-10,-0.15406847,-0.055193365,0.0025
2020-08-11,-0.15410072,-0.052552402,0.002833333333333333
2020-08-12,-0.14842033,-0.043347895,0.003
