seed,AR_net,IR_net,AR_gross,IR_gross
0,-0.0006067023,-0.002269564393338708,0.484707,1.8166234706943596
1,0.08160622,0.29826661424429196,0.53597975,1.9612263398808547
2,0.0013296789,0.004945673131483291,0.47858268,1.7808135607940359
3,-0.06964888,-0.2426009330847403,0.38790014,1.3545821962829503
4,0.042164963,0.14882579394137893,0.5161611,1.8272381160486364
