,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,0.027452469,0.02955246,0.0021
2020-06-18,0.051196337,0.054415584,0.0010400000000000001
2020-06-19,0.06873429,0.07365215,0.0015599999999999998
2020-06-22,0.084124446,0.090415835,0.0012133333333333332
2020-06-23,0.06957507,0.077672005,0.001733333333333333
2020-06-24,0.040973783,0.05053544,0.0015599999999999998
2020-06-29,-0.015804768,-0.0051258206,0.0015599999999999998
2020-06-30,-0.039453566,-0.026961803,0.0020800000000000003
2020-07-01,-0.087145984,-0.07274455,0.0026
2020-07-02,-0.116503716,-0.101601124,0.0010400000000000001
2020-07-03,-0.093967855,-0.07728368,0.0015599999999999998
2020-07-06,-0.09604478,-0.078599155,0.0008666666666666665
2020-07-07,-0.092817724,-0.073233485,0.0022533333333333333
2020-07-08,-0.07276988,-0.05130714,0.0015599999999999998
2020-07-09,-0.05939895,-0.034831285,0.0029466666666666664
2020-07-10,-0.043400705,-0.01741141,0.0010400000000000001
2020-07-13,-0.035803318,-0.0077341795,0.0019066666666666663
2020-07-14,-0.04355532,-0.014335871,0.0013866666666666667
2020-07-15,-0.057838857,-0.0266639,0.0024266666666666664
2020-07-16,-0.053990424,-0.0208323,0.0019066666666666663
2020-07-17,-0.053197086,-0.017974496,0.0020800000000000003
2020-07-20,-0.052939534,-0.015494466,0.0022533333333333333
2020-07-21,-0.04669547,-0.007979631,0.0010400000000000001
2020-07-22,-0.040736616,-5.930662e-05,0.001733333333333333
2020-07-23,-0.03630793,0.0062903166,0.001733333333333333
2020-07-24,-0.02744615,0.017462492,0.0019066666666666663
2020-07-27,-0.046813786,-0.0012121797,0.0015599999999999998
2020-07-28,-0.060267687,-0.013924718,0.0013866666666666667
2020-07-29,-0.056168616,-0.008427024,0.0012133333333333332
2020-07-30,-0.072148204,-0.02418369,0.0010400000000000001
2020-07-31,-0.06820589,-0.018177032,0.0019066666666666663
2020-08-03,-0.05522871,-0.002801299,0.001733333333333333
2020-08-04,-0.056448698,-0.00270617,0.0013866666666666667
2020-08-05,-0.05929476,-0.003467083,0.0022533333333333333
2020-08-06,-0.067361474,-0.00993973,0.0020800000000000003
2020-08-07,-0.06462371,-0.0058321357,0.0012133333333333332
2020-08-10,-0.06469321,-0.004355073,0.0015599999999999998
2020-08-11,-0.0632267,-0.0015859008,0.0012133333333333332
2020-08-12,-0.056871414,0.0070911646,0.0019066666666666663
2020-08-13,-0.056019664,0.0099208355,0.0019066666666666663
2020-08-14,-0.037404776,0.03141153,0.0015599999999999998
2020-08-17,-0.01001364,0.063263655,0.0024266666666666664
2020-08-18,-0.006136596,0.06927061,0.001733333333333333
2020-08-19,0.017761827,0.097576976,0.0024266666666666664
2020-08-20,0.0363338,0.11969805,0.0019066666666666663
2020-08-21,0.049945712,0.13556945,0.0010400000000000001
2020-08-24,0.06265497,0.15148032,0.0019066666666666663
2020-08-25,0.076639295,0.16783118,0.0010400000000000001
2020-08-26,0.079663515,0.17293346,0.0015599999999999998
2020-08-27,0.08212376,0.17743611,0.0015599999999999998
2020-08-28,0.06504893,0.1611023,0.0019066666666666663
2020-08-31,0.033103824,0.12808752,0.0015599999999999998
2020-09-01,-0.011688411,0.08054578,0.0012133333333333332
2020-09-02,-0.062843025,0.025928259,0.0012133333333333332
2020-09-03,-0.08697039,0.0012936592,0.001733333333333333
2020-09-04,-0.0778473,0.0121665,0.0008666666666666665
2020-09-07,-0.059290826,0.03393781,0.0013866666666666667
2020-09-08,-0.015763164,0.08195841,0.00017333333333333334
2020-09-09,0.0012300014,0.102139115,0.0013866666666666667
2020-09-10,-0.00032562017,0.101955056,0.0013866666666666667
2020-09-11,-0.002193451,0.101233244,0.0012133333333333332
2020-09-14,-0.021258473,0.08210087,0.001733333333333333
2020-09-15,-0.033326387,0.07082176,0.0019066666666666663
2020-09-16,-0.036533415,0.0693109,0.0019066666666666663
2020-09-17,-0.030633152,0.07734215,0.0013866666666666667
2020-09-18,-0.02483517,0.08509314,0.0012133333333333332
2020-09-21,-0.0067979097,0.10666835,0.0013866666666666667
2020-09-22,-0.0015950799,0.11400008,0.0013866666666666667
2020-09-23,0.014360547,0.13354087,0.0015599999999999998
2020-09-24,0.029384851,0.15209877,0.0015599999999999998
2020-09-25,0.032239556,0.1572907,0.001733333333333333
2020-09-28,0.035693526,0.16276789,0.0013866666666666667
2020-09-29,0.046002507,0.17575252,0.0012133333333333332
2020-09-30,0.056597114,0.18949544,0.0015599999999999998
2020-10-09,0.07685256,0.21374178,0.0012133333333333332
2020-10-12,0.09029722,0.23120987,0.0019066666666666663
2020-10-13,0.09287143,0.23710465,0.0024266666666666664
2020-10-14,0.0932796,0.23928213,0.0013866666666666667
2020-10-15,0.09155285,0.23882842,0.0012133333333333332
2020-10-16,0.085546136,0.23394382,0.0015599999999999998
2020-10-19,0.07173872,0.22017384,0.0015599999999999998
