,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,0.012640834,0.015140891,0.0025
2020-06-18,0.037031174,0.041012645,0.0014000000000000002
2020-06-19,0.07124126,0.07681143,0.0014000000000000002
2020-06-22,0.08166516,0.08879709,0.0014000000000000002
2020-06-23,0.07221198,0.08037031,0.001
2020-06-24,0.052997828,0.06317067,0.002
2020-06-29,-0.0044738054,0.006844878,0.0015999999999999999
2020-06-30,-0.023971796,-0.01045841,0.0024000000000000002
2020-07-01,-0.06910479,-0.053445518,0.0028000000000000004
2020-07-02,-0.10990226,-0.09360403,0.0014000000000000002
2020-07-03,-0.09572774,-0.07771981,0.0015999999999999999
2020-07-06,-0.098707974,-0.07891482,0.002
2020-07-07,-0.08771944,-0.06657958,0.0012000000000000001
2020-07-08,-0.04381448,-0.019977152,0.0018
2020-07-09,-0.042647004,-0.01682061,0.002
2020-07-10,-0.0051043034,0.023504496,0.0018
2020-07-13,-0.0031501055,0.027766585,0.0022
2020-07-14,-0.01666689,0.016502738,0.0026000000000000003
2020-07-15,-0.02193296,0.013905287,0.0028000000000000004
2020-07-16,-0.026152074,0.010951042,0.0014000000000000002
2020-07-17,-0.0287745,0.010250688,0.002
2020-07-20,-0.027979314,0.01289618,0.0018
2020-07-21,-0.024670422,0.017559767,0.0012000000000000001
2020-07-22,-0.017365515,0.028437138,0.0031999999999999997
2020-07-23,-0.0023636222,0.04516661,0.001
2020-07-24,0.012866497,0.062794566,0.0015999999999999999
2020-07-27,0.004868865,0.05589056,0.0014000000000000002
2020-07-28,-0.0062125325,0.046147108,0.0018
2020-07-29,0.003968835,0.05812013,0.0012000000000000001
2020-07-30,-0.011596262,0.044043303,0.0022
2020-07-31,-0.021318376,0.03544438,0.0015999999999999999
2020-08-03,-0.030115306,0.027379751,0.0012000000000000001
2020-08-04,-0.024708807,0.035367012,0.0022
2020-08-05,-0.024314761,0.037027836,0.0012000000000000001
2020-08-06,-0.021569848,0.04160452,0.0015999999999999999
2020-08-07,-0.0166412,0.048309803,0.0014000000000000002
2020-08-10,-0.025071561,0.04099989,0.0015999999999999999
2020-08-11,-0.021430612,0.046344995,0.0014000000000000002
2020-08-12,-0.025162041,0.044866443,0.0024000000000000002
2020-08-13,-0.035599113,0.03556037,0.0018
2020-08-14,-0.014714599,0.060056925,0.002
2020-08-17,0.010268211,0.088419676,0.0014000000000000002
2020-08-18,0.030161858,0.11224675,0.0022
2020-08-19,0.05994606,0.14751852,0.0028000000000000004
2020-08-20,0.083013535,0.1747868,0.002
2020-08-21,0.0898155,0.1835748,0.0012000000000000001
2020-08-24,0.10593104,0.203444,0.002
2020-08-25,0.12734509,0.22843099,0.0014000000000000002
2020-08-26,0.14275551,0.24718857,0.0015999999999999999
2020-08-27,0.1524576,0.2597729,0.0015999999999999999
2020-08-28,0.15704,0.26629376,0.0012000000000000001
2020-08-31,0.13230383,0.24200773,0.0022
2020-09-01,0.08662605,0.19414008,0.0018
2020-09-02,0.028892994,0.13188887,0.001
2020-09-03,-0.0027253628,0.09891641,0.0015999999999999999
2020-09-04,-0.0024204254,0.1012305,0.0018
2020-09-07,0.010280609,0.117453694,0.002
2020-09-08,0.04234755,0.15471041,0.0015999999999999999
2020-09-09,0.066664696,0.18418932,0.0022
2020-09-10,0.07597065,0.19665205,0.0018
2020-09-11,0.08252728,0.20561945,0.0014000000000000002
2020-09-14,0.0784384,0.20227122,0.001
2020-09-15,0.079892516,0.2062968,0.002
2020-09-16,0.07900703,0.20651412,0.001
2020-09-17,0.083159804,0.21308804,0.0015999999999999999
2020-09-18,0.09286392,0.2251693,0.001
2020-09-21,0.12136209,0.25809765,0.0007999999999999999
2020-09-22,0.12621117,0.26555085,0.0015999999999999999
2020-09-23,0.1322583,0.274624,0.0018
2020-09-24,0.138116,0.2832576,0.0015999999999999999
2020-09-25,0.13397276,0.28140914,0.0022
2020-09-28,0.13564229,0.2858585,0.002
2020-09-29,0.15196967,0.3064028,0.0015999999999999999
2020-09-30,0.17300904,0.332353,0.0015999999999999999
2020-10-09,0.2013799,0.36644304,0.0014000000000000002
2020-10-12,0.20474362,0.3716352,0.001
2020-10-13,0.2076081,0.3776399,0.002
2020-10-14,0.21187556,0.38443696,0.0014000000000000002
2020-10-15,0.21039248,0.38468087,0.0014000000000000002
2020-10-16,0.21007884,0.38681448,0.0018
2020-10-19,0.18551266,0.36060178,0.0014000000000000002
2020-10-20,0.17688954,0.35233784,0.0012000000000000001
2020-10-21,0.19505084,0.3748294,0.0012000000000000001
2020-10-22,0.24142599,0.4303807,0.0015999999999999999
2020-10-23,0.29331315,0.49245417,0.0015999999999999999
2020-10-26,0.3255335,0.53172517,0.0014000000000000002
2020-10-27,0.3362099,0.54590046,0.0012000000000000001
2020-10-28,0.35374236,0.56865776,0.0015999999999999999
2020-10-29,0.3873216,0.6094502,0.0012000000000000001
2020-10-30,0.3757403,0.5985898,0.0015999999999999999
2020-11-02,0.3511392,0.5725614,0.0015999999999999999
2020-11-03,0.32566,0.5454228,0.0015999999999999999
2020-11-04,0.29466236,0.51206815,0.0018
2020-11-05,0.28177226,0.4994328,0.0015999999999999999
2020-11-06,0.29072,0.5122992,0.0015999999999999999
2020-11-09,0.2756542,0.49797404,0.0022
