instrument,datetime,score,label
SH601225,2020-06-17,0.1458354,0.0012034178
SH601229,2020-06-17,0.41082755,-0.006989777
SH601236,2020-06-17,-0.09167701,-0.017797053
SH601238,2020-06-17,0.16572887,-0.0006557107
SH601288,2020-06-17,0.43587825,0.0057252645
SH601298,2020-06-17,-0.03702998,-0.013179541
SH601318,2020-06-17,0.08574021,-0.015518963
SH601319,2020-06-17,0.1648035,0.030063272
SH601328,2020-06-17,0.19187987,0.0021231174
SH601336,2020-06-17,0.11069718,-0.008677721
SH601360,2020-06-17,-0.018714786,0.010279417
SH601377,2020-06-17,0.068651915,0.06381428
SH601390,2020-06-17,0.21974403,-0.0133779645
SH601398,2020-06-17,0.33683625,0.005423069
SH601555,2020-06-17,0.0037250519,0.034663796
SH601577,2020-06-17,0.17704447,-0.0012239814
SH601600,2020-06-17,0.21884638,-0.020833373
SH601601,2020-06-17,0.029655814,-0.009732366
SH601607,2020-06-17,-0.34399587,0.0
SH601618,2020-06-17,0.23091948,-0.0069444776
SH601628,2020-06-17,0.031948686,0.022870898
SH601633,2020-06-17,-0.03958881,0.0010179281
SH601668,2020-06-17,0.08140755,-0.0118919015
SH601669,2020-06-17,0.16364074,-0.009456217
SH601688,2020-06-17,0.17072096,0.065642476
SH601698,2020-06-17,0.037487805,-0.007786393
SH601727,2020-06-17,-0.3865034,0.02154398
SH601766,2020-06-17,0.037390947,-0.008784711
SH601788,2020-06-17,0.11967349,0.33908474
SH601800,2020-06-17,0.06760329,-0.018537581
SH601808,2020-06-17,-0.043171763,-0.009026349
SH601818,2020-06-17,0.13053915,0.013059735
SH601828,2020-06-17,0.084816605,-0.03086418
SH601838,2020-06-17,0.3695218,0.0071173906
SH601857,2020-06-17,0.24846959,-0.006956458
SH601877,2020-06-17,0.08356848,0.06303084
SH601878,2020-06-17,-0.053787827,0.03781092
SH601881,2020-06-17,0.017265439,0.18029547
SH601888,2020-06-17,-0.021952853,-0.013815045
SH601898,2020-06-17,0.07173115,-0.019565225
SH601899,2020-06-17,-0.16709255,0.0544554
SH601901,2020-06-17,-0.0159415,0.02920723
SH601919,2020-06-17,0.24891943,-0.021798372
SH601933,2020-06-17,-0.048654735,0.013984323
SH601939,2020-06-17,0.30694476,0.0063005686
SH601985,2020-06-17,0.19608167,-0.004514694
SH601988,2020-06-17,0.25056636,0.0
SH601989,2020-06-17,0.03836128,-0.011695921
SH601992,2020-06-17,0.09381652,-0.013235331
SH601997,2020-06-17,0.27138948,-0.0008841753
SH601998,2020-06-17,0.26114377,0.0013440847
SH603019,2020-06-17,-0.098293275,0.0030574799
SH603156,2020-06-17,-0.12298137,-0.01994592
SH603160,2020-06-17,0.20434421,0.11345327
SH603259,2020-06-17,-0.044439092,0.1319685
SH603260,2020-06-17,-0.3627127,0.027850747
SH603288,2020-06-17,-0.4073009,0.06146705
SH603501,2020-06-17,-0.026168048,0.1303519
SH603799,2020-06-17,-0.71328783,-0.004638076
SH603833,2020-06-17,0.034937963,0.03057766
SH603899,2020-06-17,0.06362042,0.021685839
SH603986,2020-06-17,-0.025756001,0.10283387
SH603993,2020-06-17,-0.6263102,-0.021259904
SZ000001,2020-06-17,0.08105564,0.0031334162
SZ000002,2020-06-17,0.018823147,0.01969862
SZ000063,2020-06-17,-0.33240992,-0.06299788
SZ000069,2020-06-17,-0.050020218,0.020007133
SZ000100,2020-06-17,-0.40004778,0.0015448332
SZ000157,2020-06-17,-0.06692541,-0.024955511
SZ000166,2020-06-17,0.08245966,0.086206794
SZ000333,2020-06-17,0.1386005,0.03196323
SZ000338,2020-06-17,-0.0015723109,-0.003674984
SZ000413,2020-06-17,-0.0836041,-0.018081725
SZ000415,2020-06-17,0.13781142,-0.029274344
SZ000423,2020-06-17,0.045788042,0.027338505
SZ000425,2020-06-17,-0.17574346,-0.029705107
SZ000538,2020-06-17,-0.24280295,0.04812014
SZ000568,2020-06-17,0.00976494,0.028588057
SZ000596,2020-06-17,0.27389175,0.04409492
SZ000625,2020-06-17,0.19764921,-0.013941586
SZ000627,2020-06-17,0.06927776,0.035299897
SZ000629,2020-06-17,0.046955645,-0.032866716
SZ000630,2020-06-17,0.14364058,-0.015372872
SZ000651,2020-06-17,-0.009864032,-0.014467299
SZ000656,2020-06-17,0.25349772,0.02560103
SZ000661,2020-06-17,-0.19478327,0.11034131
SZ000671,2020-06-17,0.20646954,-0.0015106797
SZ000703,2020-06-17,0.08955768,-0.014409959
SZ000709,2020-06-17,-0.39133775,-0.050955415
SZ000723,2020-06-17,-0.017653674,-0.013856888
SZ000725,2020-06-17,-0.21628416,-0.00452286
SZ000728,2020-06-17,0.07284534,0.08655906
SZ000768,2020-06-17,0.025590777,0.05357647
SZ000776,2020-06-17,0.051560402,0.055860758
SZ000783,2020-06-17,-0.084816515,0.050082564
SZ000786,2020-06-17,0.022468925,0.004204154
SZ000858,2020-06-17,0.092649326,0.0790472
SZ000876,2020-06-17,-0.21321297,-0.014575303
SZ000895,2020-06-17,0.014090426,0.0513345
SZ000898,2020-06-17,0.12064336,-0.042091906
SZ000938,2020-06-17,-0.58667916,0.016258597
SZ000961,2020-06-17,-0.073126316,0.033927083
SZ000963,2020-06-17,-0.43584353,0.030349493
SZ001979,2020-06-17,-0.025013804,-0.0021539927
SZ002001,2020-06-17,-0.30868405,0.028061867
SZ002007,2020-06-17,-0.17124587,0.007975221
SZ002008,2020-06-17,-0.4851055,0.012880087
SZ002010,2020-06-17,0.11166772,-0.013894737
SZ002024,2020-06-17,0.15848428,-0.0066685677
SZ002027,2020-06-17,-0.05198796,0.0612489
SZ002032,2020-06-17,0.13976717,0.05512631
SZ002044,2020-06-17,-0.31716758,0.15055943
SZ002050,2020-06-17,0.005991839,0.13603854
SZ002081,2020-06-17,0.1754111,-0.005057454
SZ002120,2020-06-17,-0.05613087,-0.11928332
SZ002142,2020-06-17,-0.053870916,0.023450851
SZ002146,2020-06-17,0.11875731,0.012516141
SZ002153,2020-06-17,0.08487049,0.048385024
SZ002179,2020-06-17,-0.14919259,0.02607441
SZ002202,2020-06-17,0.1548838,-0.019647837
SZ002230,2020-06-17,-0.15593165,0.045742154
SZ002236,2020-06-17,-0.4410749,0.005795479
SZ002241,2020-06-17,-0.3466622,0.040610075
SZ002252,2020-06-17,-0.2404142,-0.019754589
SZ002271,2020-06-17,0.21438122,-0.014609158
SZ002294,2020-06-17,-0.12327474,0.1369034
SZ002304,2020-06-17,0.087553054,0.01681006
SZ002311,2020-06-17,-0.08190431,0.00039613247
SZ002352,2020-06-17,0.14452748,-0.01372391
SZ002410,2020-06-17,-0.56238055,0.08114195
SZ002411,2020-06-17,-0.17893982,-0.03177893
SZ002415,2020-06-17,-0.25821078,0.008997917
SZ002422,2020-06-17,-0.06614965,-0.025856495
SZ002456,2020-06-17,-0.6861968,0.025819302
SZ002460,2020-06-17,-0.41104448,-0.002403617
SZ002466,2020-06-17,-0.49891627,0.03449166
SZ002468,2020-06-17,-0.1578682,-0.07121515
SZ002475,2020-06-17,-0.1147583,0.07425976
SZ002493,2020-06-17,-0.034680188,-0.0050154924
SZ002508,2020-06-17,0.08383784,-0.010929465
SZ002555,2020-06-17,0.08280037,0.08074725
SZ002558,2020-06-17,0.0706566,0.021944404
SZ002594,2020-06-17,-0.38142067,0.07429755
SZ002601,2020-06-17,-0.03090518,0.009035826
SZ002602,2020-06-17,-0.06504089,0.14069128
SZ002607,2020-06-17,-0.0063544214,-0.025859535
SZ002624,2020-06-17,0.021070093,0.13085747
SZ002673,2020-06-17,0.059260666,0.033949018
SZ002714,2020-06-17,-0.010181025,0.042844176
SZ002736,2020-06-17,0.18728748,0.054621935
SZ002739,2020-06-17,0.01461646,-0.0063052177
SZ002773,2020-06-17,0.17502707,0.040079236
SZ002841,2020-06-17,0.16484128,0.0014592409
SZ002916,2020-06-17,-0.55013335,0.02114737
SZ002938,2020-06-17,-0.25218797,0.046633124
SZ002939,2020-06-17,0.037928432,0.037811756
SZ002945,2020-06-17,-0.034493715,0.019622087
SZ002958,2020-06-17,0.15150508,0.021786451
SZ300003,2020-06-17,0.025018394,-0.011859894
SZ300015,2020-06-17,-0.09883514,-0.0038446784
SZ300017,2020-06-17,-0.16200686,0.030496597
SZ300024,2020-06-17,-0.06476751,0.015500307
SZ300033,2020-06-17,0.06375329,0.0670135
SZ300059,2020-06-17,-0.10368979,0.13156891
SZ300070,2020-06-17,-0.32718787,-0.055284023
SZ300122,2020-06-17,-0.25816625,0.076486826
SZ300124,2020-06-17,0.0084236115,0.08833587
SZ300136,2020-06-17,-0.15813261,0.021831274
SZ300142,2020-06-17,0.041311428,0.048648
SZ300144,2020-06-17,0.22044747,0.006640196
SZ300347,2020-06-17,-0.13262439,0.16076255
SZ300408,2020-06-17,0.0026999116,0.175251
SZ300413,2020-06-17,-0.27033144,-0.04876542
SZ300433,2020-06-17,-0.205241,0.056375742
SZ300498,2020-06-17,0.17814434,0.01954317
SH600000,2020-06-18,0.24792229,-0.0037803054
SH600004,2020-06-18,-0.027189165,-0.046044588
SH600009,2020-06-18,0.15546435,-0.014536083
SH600010,2020-06-18,-0.19163318,-0.035675645
SH600011,2020-06-18,0.2018488,-0.018686831
SH600015,2020-06-18,0.0013083518,-0.0032269955
SH600016,2020-06-18,0.3141239,-0.0017793179
SH600018,2020-06-18,0.06430793,-0.021959484
SH600019,2020-06-18,-0.07120155,-0.039740443
SH600023,2020-06-18,0.34456962,-0.017391264
SH600025,2020-06-18,0.1511345,0.07512951
SH600027,2020-06-18,-0.031568825,-0.029950142
SH600028,2020-06-18,0.1870631,-0.023041487
SH600029,2020-06-18,-0.018241912,-0.014689326
SH600030,2020-06-18,0.037501276,-0.014684498
SH600031,2020-06-18,0.0493941,-0.029168487
SH600036,2020-06-18,0.1959127,-0.0064994097
SH600038,2020-06-18,-0.1329302,0.0010514259
SH600048,2020-06-18,0.0112784505,-0.002065003
SH600050,2020-06-18,0.09075689,-0.006460011
SH600061,2020-06-18,-0.026875317,0.006505251
SH600066,2020-06-18,0.19665769,0.03395486
SH600068,2020-06-18,0.15143466,-0.0100108385
SH600085,2020-06-18,-0.18631113,0.014427781
SH600089,2020-06-18,0.10216048,-0.030390978
SH600100,2020-06-18,-0.1943487,-0.021646142
SH600104,2020-06-18,0.037651896,-0.0147999525
SH600109,2020-06-18,-0.3362307,-0.0134269595
SH600111,2020-06-18,0.08216095,-0.03457284
SH600115,2020-06-18,-0.0050084293,-0.027072728
SH600118,2020-06-18,-0.0072015524,-0.052699566
SH600153,2020-06-18,-0.16895846,-0.0705055
SH600170,2020-06-18,0.19301194,-0.015975833
SH600176,2020-06-18,-0.089221954,-0.01802516
SH600177,2020-06-18,0.38568884,-0.026216447
SH600183,2020-06-18,-0.5250889,-0.009891689
SH600188,2020-06-18,0.110492736,-0.029266596
SH600196,2020-06-18,-0.03135553,0.007137537
SH600208,2020-06-18,0.038912117,-0.01991254
SH600219,2020-06-18,-0.06412695,-0.004132271
SH600221,2020-06-18,-0.07950771,-0.063492
SH600233,2020-06-18,-0.06695096,-0.11428219
SH600271,2020-06-18,-0.07915676,-0.042760372
SH600276,2020-06-18,-0.06144896,-0.008066893
SH600297,2020-06-18,0.14830577,-0.062274337
SH600299,2020-06-18,-0.41641334,0.021739125
SH600309,2020-06-18,0.010587752,0.0049055815
SH600332,2020-06-18,-0.12112543,-0.022046566
SH600340,2020-06-18,0.22961432,-0.021026194
SH600346,2020-06-18,-0.06358844,-0.016058028
SH600352,2020-06-18,-0.054696262,-0.030516684
SH600362,2020-06-18,-0.078454316,0.0
SH600369,2020-06-18,-0.09682849,-0.017881751
SH600372,2020-06-18,0.011391398,0.00074863434
SH600383,2020-06-18,0.09062338,-0.011238098
SH600390,2020-06-18,0.22809134,-0.01967454
SH600398,2020-06-18,0.1783545,-0.028427064
SH600406,2020-06-18,-0.0466668,0.004460931
SH600436,2020-06-18,0.053317677,0.050587416
SH600438,2020-06-18,0.02463489,0.17020619
SH600482,2020-06-18,-0.09231362,-0.017524958
SH600487,2020-06-18,0.153094,-0.023246527
SH600489,2020-06-18,-0.17782997,0.04455924
SH600498,2020-06-18,-0.31940418,-0.04917282
SH600516,2020-06-18,-0.22845742,-0.047225952
SH600519,2020-06-18,0.06303455,0.028004766
SH600522,2020-06-18,0.076999724,-0.047062397
SH600535,2020-06-18,-0.1733576,0.015487671
SH600547,2020-06-18,-0.006880805,0.04050386
SH600566,2020-06-18,-0.26924163,-0.015407741
SH600570,2020-06-18,0.0851849,0.09577739
SH600583,2020-06-18,0.12335789,-0.023660302
SH600585,2020-06-18,-0.096668094,-0.033690512
SH600588,2020-06-18,-0.2652562,0.09049189
SH600606,2020-06-18,0.23070627,-0.010561109
SH600637,2020-06-18,-0.15604514,-0.03909427
SH600655,2020-06-18,-0.3212133,-0.05119753
SH600660,2020-06-18,0.030882716,-0.028434217
SH600663,2020-06-18,0.08267701,0.006357193
SH600674,2020-06-18,0.013902426,0.002138853
SH600690,2020-06-18,-0.18073659,0.024559736
SH600703,2020-06-18,-0.18765053,-0.024061441
SH600705,2020-06-18,0.11586887,-0.017723322
SH600733,2020-06-18,-0.0992825,-0.08022046
SH600741,2020-06-18,0.06635052,-0.03017217
SH600760,2020-06-18,-0.34273183,0.01496017
SH600795,2020-06-18,0.060197115,-0.010737717
SH600809,2020-06-18,0.044833675,0.043171763
SH600816,2020-06-18,-0.33147788,0.071516514
SH600837,2020-06-18,0.04448068,-0.00083351135
SH600848,2020-06-18,-0.033968598,-0.0062137246
SH600867,2020-06-18,-0.20919073,0.037588835
SH600886,2020-06-18,0.20779335,0.007735491
SH600887,2020-06-18,0.110119,0.032430887
SH600893,2020-06-18,-0.08064723,0.019907713
SH600900,2020-06-18,-0.011173606,0.0445199
SH600919,2020-06-18,0.21442935,0.0015313625
SH600926,2020-06-18,0.03593559,-0.019864082
SH600928,2020-06-18,0.29396948,0.0
SH600958,2020-06-18,0.0953778,-0.000993073
SH600968,2020-06-18,0.26662797,-0.025210083
SH600977,2020-06-18,0.08798131,-0.005135834
SH600989,2020-06-18,-0.08911461,-0.03687632
SH600998,2020-06-18,0.023296922,0.024704576
SH600999,2020-06-18,0.27999276,0.15725517
SH601006,2020-06-18,0.13322857,-0.018138826
SH601009,2020-06-18,0.09604442,-0.012286782
SH601012,2020-06-18,-0.09156777,0.18704212
SH601018,2020-06-18,-0.013359219,0.009546518
SH601021,2020-06-18,-0.09561187,-0.06887925
SH601066,2020-06-18,-0.014572859,0.01705587
SH601088,2020-06-18,0.14716446,-0.038235307
SH601108,2020-06-18,-0.20279387,-0.03910619
SH601111,2020-06-18,-0.044906467,-0.02352941
SH601117,2020-06-18,-0.009055257,-0.0223642
SH601138,2020-06-18,-0.17992075,0.060647845
SH601155,2020-06-18,-0.18020691,-0.047412872
SH601162,2020-06-18,-0.24393356,-0.061111033
SH601166,2020-06-18,0.21455431,0.001229763
SH601169,2020-06-18,0.21912766,-0.0041766763
SH601186,2020-06-18,0.18701315,-0.031398714
SH601198,2020-06-18,0.064796865,-0.014964759
SH601211,2020-06-18,-0.05581653,0.008629918
SH601212,2020-06-18,0.0613873,-0.026819944
SH601216,2020-06-18,-0.2876156,-0.0117614865
SH601225,2020-06-18,0.08702101,-0.017942607
SH601229,2020-06-18,0.37559974,-0.013475776
SH601236,2020-06-18,-0.08895737,-0.11003232
SH601238,2020-06-18,0.17536551,-0.011147559
SH601288,2020-06-18,0.3993609,0.0057252645
SH601298,2020-06-18,0.0033335686,-0.042207778
SH601318,2020-06-18,0.08944869,-0.03280878
SH601319,2020-06-18,0.17990279,-0.009331226
SH601328,2020-06-18,0.16899067,-0.004219413
SH601336,2020-06-18,0.103910655,-0.03034681
SH601360,2020-06-18,-0.009677887,-0.024551213
SH601377,2020-06-18,0.06986964,0.06467664
SH601390,2020-06-18,0.22646695,-0.02675587
SH601398,2020-06-18,0.30587137,0.0086580515
SH601555,2020-06-18,-0.08297673,-0.022657096
SH601577,2020-06-18,0.17062344,-0.003685534
SH601600,2020-06-18,0.17051032,-0.02439022
SH601601,2020-06-18,0.02218926,-0.030864239
SH601607,2020-06-18,-0.25802,-0.005375147
SH601618,2020-06-18,0.23309225,-0.020689666
SH601628,2020-06-18,0.022837758,-0.03449297
SH601633,2020-06-18,-0.02856338,-0.040174127
SH601668,2020-06-18,0.018975675,-0.031182766
SH601669,2020-06-18,-0.032688826,-0.023753047
SH601688,2020-06-18,0.1401921,-0.014446974
SH601698,2020-06-18,0.12701839,-0.016384542
SH601727,2020-06-18,-0.34098879,-0.03253424
SH601766,2020-06-18,0.039492726,-0.017518282
SH601788,2020-06-18,0.11240971,0.2101649
SH601800,2020-06-18,0.07042703,-0.036045313
SH601808,2020-06-18,-0.003119737,-0.048717976
SH601818,2020-06-18,0.1312311,-0.0055148005
SH601828,2020-06-18,0.16269025,-0.034843206
SH601838,2020-06-18,0.34537077,0.0
SH601857,2020-06-18,0.2398912,-0.013864815
SH601877,2020-06-18,0.0935258,0.051366925
SH601878,2020-06-18,-0.033482373,-0.03835088
SH601881,2020-06-18,0.043985546,0.07431185
SH601888,2020-06-18,-0.06303054,0.0704875
SH601898,2020-06-18,0.005947277,-0.030769229
SH601899,2020-06-18,-0.16763282,0.049382687
SH601901,2020-06-18,0.031003475,-0.016415894
SH601919,2020-06-18,0.071961015,-0.04301077
SH601933,2020-06-18,-0.035052456,0.008477569
SH601939,2020-06-18,0.29445404,0.0
SH601985,2020-06-18,0.16596669,-0.011286676
SH601988,2020-06-18,0.25939065,0.0
SH601989,2020-06-18,0.05636716,-0.008797646
SH601992,2020-06-18,0.16871226,-0.029239714
SH601997,2020-06-18,0.27431375,-0.008826077
SH601998,2020-06-18,0.19497937,0.034946203
SH603019,2020-06-18,-0.09814644,-0.037684143
SH603156,2020-06-18,-0.09581494,-0.019107223
SH603160,2020-06-18,0.18114647,0.059700727
SH603259,2020-06-18,-0.08319351,0.087358356
SH603260,2020-06-18,-0.3619566,0.0444386
SH603288,2020-06-18,-0.4456895,0.044060946
SH603501,2020-06-18,-0.0652017,0.010272384
SH603799,2020-06-18,-0.7177509,-0.028077424
SH603833,2020-06-18,0.09074548,-0.021398485
SH603899,2020-06-18,0.05843255,-0.0021371245
SH603986,2020-06-18,-0.043765396,0.033061028
SH603993,2020-06-18,-0.606798,-0.03377855
SZ000001,2020-06-18,0.08733359,0.0
SZ000002,2020-06-18,0.025293529,-0.0011554956
SZ000063,2020-06-18,-0.37428236,-0.08560753
SZ000069,2020-06-18,-0.055245727,-0.011441529
SZ000100,2020-06-18,-0.2857579,0.0015400648
SZ000157,2020-06-18,-0.09602825,-0.034207165
SZ000166,2020-06-18,0.10028723,0.047112465
SZ000333,2020-06-18,0.092061765,0.0029962063
SZ000338,2020-06-18,0.082007974,-0.013867974
SZ000413,2020-06-18,-0.102340996,-0.033254087
SZ000415,2020-06-18,0.1613324,-0.039084375
SZ000423,2020-06-18,0.023350514,-0.006891668
SZ000425,2020-06-18,-0.17064184,-0.03304428
SZ000538,2020-06-18,-0.2526877,0.024615765
SZ000568,2020-06-18,0.0054439306,-0.010993242
SZ000596,2020-06-18,0.23198135,0.019584298
SZ000625,2020-06-18,0.1724692,-0.035244763
SZ000627,2020-06-18,0.063880384,-0.0114325285
SZ000629,2020-06-18,-0.0569337,-0.04299754
SZ000630,2020-06-18,0.13956943,0.005188346
SZ000651,2020-06-18,-0.006544411,-0.04044825
SZ000656,2020-06-18,0.2576626,0.013910294
SZ000661,2020-06-18,-0.21657142,0.0922178
SZ000671,2020-06-18,0.18157709,-0.036372185
SZ000703,2020-06-18,0.13917208,-0.028670013
SZ000709,2020-06-18,-0.3980397,-0.046824276
SZ000723,2020-06-18,-0.0100005865,-0.035681367
SZ000725,2020-06-18,-0.22410664,0.008968592
SZ000728,2020-06-18,0.07924324,0.011041045
SZ000768,2020-06-18,0.03338042,0.042140722
SZ000776,2020-06-18,0.0361872,-0.0022280812
SZ000783,2020-06-18,-0.090355515,-0.032481372
SZ000786,2020-06-18,0.051283836,-0.011659563
SZ000858,2020-06-18,0.036625624,0.02526319
SZ000876,2020-06-18,-0.21099281,-0.0024026632
SZ000895,2020-06-18,-0.023365453,0.082491994
SZ000898,2020-06-18,-0.0011493415,-0.041775525
SZ000938,2020-06-18,-0.59698534,-0.001427412
SZ000961,2020-06-18,-0.06501758,0.041212916
SZ000963,2020-06-18,-0.36976236,0.049488425
SZ001979,2020-06-18,-0.009707153,-0.01728791
SZ002001,2020-06-18,-0.24283779,0.042026043
SZ002007,2020-06-18,-0.22105291,0.04082632
SZ002008,2020-06-18,-0.48557204,0.025454044
SZ002010,2020-06-18,0.12684423,-0.03004831
SZ002024,2020-06-18,0.15078443,-0.033146977
SZ002027,2020-06-18,-0.057300344,0.044407725
SZ002032,2020-06-18,0.12062171,0.05245173
SZ002044,2020-06-18,-0.22807401,0.097221136
SZ002050,2020-06-18,0.034077562,0.018392086
SZ002081,2020-06-18,0.1772772,-0.016406894
SZ002120,2020-06-18,0.04619968,-0.051902115
SZ002142,2020-06-18,-0.050126433,0.030187964
SZ002146,2020-06-18,0.096432745,-0.0048945546
SZ002153,2020-06-18,0.05550915,0.023325443
SZ002179,2020-06-18,-0.16351056,0.008129239
SZ002202,2020-06-18,0.17147696,-0.013733745
SZ002230,2020-06-18,-0.13665085,0.02783525
SZ002236,2020-06-18,-0.44050062,0.0058077574
SZ002241,2020-06-18,-0.39183205,0.003757596
SZ002252,2020-06-18,-0.17413981,-0.027516365
SZ002271,2020-06-18,0.17026745,-0.026162744
