,cum_excess_net,cum_excess_gross,daily_cost
2020-06-17,0.014036059,0.014036059,0.0
2020-06-18,0.02480948,0.02480948,0.0
2020-06-19,0.010820508,0.010820508,0.0
2020-06-22,0.012790084,0.012790084,0.0
2020-06-23,0.02584207,0.02584207,0.0
2020-06-24,0.045574307,0.045574307,0.0
2020-06-29,-0.017950475,-0.017950475,0.0
2020-06-30,-0.04039836,-0.04039836,0.0
2020-07-01,-0.05772811,-0.05772811,0.0
2020-07-02,-0.08286816,-0.08286816,0.0
2020-07-03,-0.056358874,-0.056358874,0.0
2020-07-06,-0.03828609,-0.03828609,0.0
2020-07-07,-0.01854992,-0.01854992,0.0
2020-07-08,-0.0073240995,-0.0073240995,0.0
2020-07-09,-0.032714546,-0.032714546,0.0
2020-07-10,-0.03565514,-0.03565514,0.0
2020-07-13,-0.051816583,-0.051816583,0.0
2020-07-14,-0.0736264,-0.0736264,0.0
2020-07-15,-0.08888996,-0.08888996,0.0
2020-07-16,-0.07591939,-0.07591939,0.0
2020-07-17,-0.0897485,-0.0897485,0.0
2020-07-20,-0.0909791,-0.0909791,0.0
2020-07-21,-0.09387672,-0.09387672,0.0
2020-07-22,-0.07946354,-0.07946354,0.0
2020-07-23,-0.070096016,-0.070096016,0.0
2020-07-24,-0.0449872,-0.0449872,0.0
2020-07-27,-0.0431028,-0.0431028,0.0
2020-07-28,-0.03797555,-0.03797555,0.0
2020-07-29,-0.038792133,-0.038792133,0.0
2020-07-30,-0.04545927,-0.04545927,0.0
2020-07-31,-0.04114127,-0.04114127,0.0
2020-08-03,-0.03645742,-0.03645742,0.0
2020-08-04,-0.048543334,-0.048543334,0.0
2020-08-05,-0.055996418,-0.055996418,0.0
2020-08-06,-0.07937229,-0.07937229,0.0
2020-08-07,-0.078071535,-0.078071535,0.0
2020-08-10,-0.09030324,-0.09030324,0.0
2020-08-11,-0.09588122,-0.09588122,0.0
2020-08-12,-0.097839594,-0.097839594,0.0
2020-08-13,-0.10010111,-0.10010111,0.0
2020-08-14,-0.08151144,-0.08151144,0.0
2020-08-17,-0.06034249,-0.06034249,0.0
2020-08-18,-0.054638624,-0.054638624,0.0
2020-08-19,-0.03188193,-0.03188193,0.0
2020-08-20,-0.009305775,-0.009305775,0.0
2020-08-21,0.0027635098,0.0027635098,0.0
2020-08-24,0.018036246,0.018036246,0.0
2020-08-25,0.03003037,0.03003037,0.0
2020-08-26,0.047438145,0.047438145,0.0
2020-08-27,0.06133294,0.06133294,0.0
2020-08-28,0.06281161,0.06281161,0.0
2020-08-31,0.06850588,0.06850588,0.0
2020-09-01,0.05581975,0.05581975,0.0
2020-09-02,0.039461255,0.039461255,0.0
2020-09-03,0.008497715,0.008497715,0.0
2020-09-04,0.018924117,0.018924117,0.0
2020-09-07,0.035726428,0.035726428,0.0
2020-09-08,0.06903732,0.06903732,0.0
2020-09-09,0.10039401,0.10039401,0.0
2020-09-10,0.11254299,0.11254299,0.0
2020-09-11,0.12426329,0.12426329,0.0
2020-09-14,0.117445946,0.117445946,0.0
2020-09-15,0.11330855,0.11330855,0.0
2020-09-16,0.12410939,0.12410939,0.0
2020-09-17,0.1348331,0.1348331,0.0
2020-09-18,0.15814734,0.15814734,0.0
2020-09-21,0.18048131,0.18048131,0.0
2020-09-22,0.1771177,0.1771177,0.0
2020-09-23,0.18508673,0.18508673,0.0
2020-09-24,0.1977098,0.1977098,0.0
2020-09-25,0.18713808,0.18713808,0.0
2020-09-28,0.20529056,0.20529056,0.0
2020-09-29,0.20858681,0.20858681,0.0
2020-09-30,0.22258008,0.22258008,0.0
2020-10-09,0.23478949,0.23478949,0.0
2020-10-12,0.2563691,0.2563691,0.0
2020-10-13,0.26951718,0.26951718,0.0
2020-10-14,0.27291667,0.27291667,0.0
2020-10-15,0.27158225,0.27158225,0.0
2020-10-16,0.27462232,0.27462232,0.0
2020-10-19,0.28026998,0.28026998,0.0
2020-10-20,0.27759123,0.27759123,0.0
2020-10-21,0.29067922,0.29067922,0.0
2020-10-22,0.34019995,0.34019995,0.0
2020-10-23,0.3798889,0.3798889,0.0
2020-10-26,0.41901314,0.41901314,0.0
2020-10-27,0.43208325,0.43208325,0.0
2020-10-28,0.4768852,0.4768852,0.0
2020-10-29,0.5039604,0.5039604,0.0
2020-10-30,0.50050795,0.50050795,0.0
2020-11-02,0.48477888,0.48477888,0.0
2020-11-03,0.47156692,0.47156692,0.0
2020-11-04,0.4468106,0.4468106,0.0
2020-11-05,0.44268775,0.44268775,0.0
2020-11-06,0.45853555,0.45853555,0.0
2020-11-09,0.45463693,0.45463693,0.0
2020-11-10,0.45951688,0.45951688,0.0
2020-11-11,0.44521976,0.44521976,0.0
2020-11-12,0.4541242,0.4541242,0.0
2020-11-13,0.45880926,0.45880926,0.0
2020-11-16,0.45786858,0.45786858,0.0
2020-11-17,0.45349014,0.45349014,0.0
2020-11-18,0.4261744,0.4261744,0.0
2020-11-19,0.4238639,0.4238639,0.0
2020-11-20,0.42008448,0.42008448,0.0
2020-11-23,0.40424216,0.40424216,0.0
2020-11-24,0.39984095,0.39984095,0.0
2020-11-25,0.37516582,0.37516582,0.0
2020-11-26,0.34998238,0.34998238,0.0
2020-11-27,0.35801184,0.35801184,0.0
2020-11-30,0.37461603,0.37461603,0.0
2020-12-01,0.4076805,0.4076805,0.0
2020-12-02,0.4267149,0.4267149,0.0
2020-12-03,0.43774378,0.43774378,0.0
2020-12-04,0.44681728,0.44681728,0.0
2020-12-07,0.45507193,0.45507193,0.0
2020-12-08,0.47624695,0.47624695,0.0
2020-12-09,0.50059426,0.50059426,0.0
2020-12-10,0.50952506,0.50952506,0.0
2020-12-11,0.5374923,0.5374923,0.0
2020-12-14,0.56063235,0.56063235,0.0
2020-12-15,0.5735705,0.5735705,0.0
2020-12-16,0.6213206,0.6213206,0.0
2020-12-17,0.66658556,0.66658556,0.0
2020-12-18,0.7049135,0.7049135,0.0
2020-12-21,0.74740505,0.74740505,0.0
2020-12-22,0.76530755,0.76530755,0.0
2020-12-23,0.77370584,0.77370584,0.0
2020-12-24,0.7979708,0.7979708,0.0
2020-12-25,0.8028536,0.8028536,0.0
2020-12-28,0.8308147,0.8308147,0.0
2020-12-29,0.840796,0.840796,0.0
2020-12-30,0.8560506,0.8560506,0.0
2020-12-31,0.85650086,0.85650086,0.0
2021-01-04,0.91020584,0.91020584,0.0
2021-01-05,0.9496676,0.9496676,0.0
